SystemName,SystemCode,SchoolLongName,SchoolCode,County,County Code,SB District,Grade Low,Grade High,Elementary School,Middle School,Junior High School,High School,Title 1,PrincipalName,Address,City,State,Zip Code,Zip Code Plus 4,Phone,Fax,Email,Web Address,NCES ID Number
Cullman County,022,Fairview Elementary School,0061,Cullman,022,06,OK,05,Y,N,N,N,School-wide,Marty Hardman,700 Wesley Ave N,Cullman,AL,35058,35058-4407,(256) 796-6304,(256) 796-0066,mhardman@ccboe.org,www.ccboe.org,00396
Cullman County,022,Fairview Middle School,0062,Cullman,022,06,06,08,Y,Y,N,N,School-wide,Trina Walker,841 Welcome Rd,Cullman,AL,35058,35058-1212,(256) 796-0883,(256) 796-0885,spatterson@ccboe.org,fvm.ccboe.org,00400
Cullman County,022,Good Hope High School,0080,Cullman,022,06,09,12,N,N,N,Y,Not Title 1,Anita Kilpatrick,210 Good Hope School Rd,Cullman,AL,35057,35057-0120,(256) 734-3807,(256) 734-3427,akilpatrick@ccboe.org,,00379
Cullman County,022,Good Hope Elementary School,0081,Cullman,022,06,03,05,Y,N,N,N,School-wide,Susan Melton,204 Good Hope School Rd,Cullman,AL,35057,35057-0120,(256) 734-3824,(256) 734-4985,smelton@ccboe.org,ghe@ccboe.org,00403
Cullman County,022,Good Hope Middle School,0082,Cullman,022,06,06,08,Y,Y,N,N,School-wide,April Tucker,216 Good Hope School Rd,Cullman,AL,35057,35057-0120,(256) 734-9600,(256) 734-9704,atucker@ccboe.org,www.ccboe.org/ghm/,00413
Cullman County,022,Good Hope Primary School,0085,Cullman,022,06,PK,02,Y,N,N,N,School-wide,Janet Mattox,661 County Road 447,Cullman,AL,35057,35057-3164,(256) 734-0109,(256) 737-0680,jmattox@ccboe.org,,01444
Cullman County,022,Harmony School,0086,Cullman,022,06,OK,08,Y,Y,N,N,School-wide,Hank Allen,4910 County Road 940,Logan,AL,35098,35098-1919,(256) 747-1427,(256) 747-1043,hallen@ccboe.org,,01676
Cullman County,022,Hanceville High School,0090,Cullman,022,06,09,12,N,N,N,Y,Not Title 1,Jimmy Collins,801 Commercial St SE,Hanceville,AL,35077,35077-5523,(256) 352-6111,(256) 352-6491,jcollins@ccboe.org,www.ccboe.org/hvh,00380
Cullman County,022,Hanceville Elementary School,0091,Cullman,022,06,OK,05,Y,N,N,N,School-wide,Kim Brown,799 Commercial St SE,Hanceville,AL,35077,35077-5522,(256) 352-9196,(256) 352-9221,lssmith@ccboe.org,ccboe.org/hve,00414
Cullman County,022,Hanceville Middle School,0092,Cullman,022,06,06,08,Y,Y,N,N,School-wide,Cynthia Roden,805 Commercial St SE,Hanceville,AL,35077,35077-5523,(256) 352-6175,(256) 352-9741,croden@ccboe.org,www.ccboe.org/hvm/,00420
Cullman County,022,Holly Pond High School,0100,Cullman,022,06,09,12,N,N,N,Y,Not Title 1,Kim Butler,160 New Hope Rd,Holly Pond,AL,35083,35083-6440,(256) 796-5169,(256) 796-5199,kbutler@ccboe.org,hph.ccboe.org,00381
Cullman County,022,Holly Pond Elementary School,0101,Cullman,022,06,OK,05,Y,N,N,N,School-wide,Karen Sparks,120 New Hope Rd,Holly Pond,AL,35083,35083-6440,(256) 796-0046,(256) 796-5753,ksparks@ccboe.org,www.ccboe.org/hpe,00440
Cullman County,022,Holly Pond Middle,0102,Cullman,022,06,06,08,Y,Y,N,N,School-wide,Chuck Gambrill,91 Buckner Rd,Holly Pond,AL,35083,35083-6489,(256) 796-5898,(256) 796-0680,gambrill@ccboe.org,,02132
Cullman County,022,Vinemont High School,0140,Cullman,022,06,09,12,N,N,N,Y,Not Title 1,Robert Runge,PO Box 189,Vinemont,AL,35179,35179-0189,(256) 734-0571,(256) 739-8605,bpayne@ccboe.rog,vinemonthigh.com,00385
Cullman County,022,Vinemont Elementary School,0141,Cullman,022,06,OK,05,Y,N,N,N,School-wide,Tony Johnson,PO Box 39,Vinemont,AL,35179,35179-0189,(256) 734-0314,(256) 737-3083,tjohnson@ccboe.org,www.ccboe.org/vme,00446
Cullman County,022,Vinemont Middle School,0142,Cullman,022,06,06,08,Y,Y,N,N,School-wide,Victoria Spear,170 High School Rd,Vinemont,AL,35179,35179-6504,(256) 739-1943,(256) 737-1664,vspear@ccboe.org,www.vinemontmiddle.com,00453
Cullman County,022,Welti Elementary School,0150,Cullman,022,06,PK,05,Y,N,N,N,School-wide,Gina Webb,8545 County Road 747,Cullman,AL,35055,35055-9254,(256) 734-4956,(256) 734-4855,gwebb@ccboe.org,https://www.ccboe.org/schools/we,00386
Cullman County,022,West Point High School,0160,Cullman,022,06,09,12,N,N,N,Y,Not Title 1,James Yearwood,4314 County Road 1141,Cullman,AL,35057,35057-6651,(256) 734-5375,(256) 775-6047,hyearwood@ccboe.org,www.ccboe.org/wph/default.asp,00387
Cullman County,022,West Point Elementary School,0161,Cullman,022,06,OK,03,Y,N,N,N,School-wide,Angie Yarbrough,4300 County Road 1141,Cullman,AL,35057,35057-6651,(256) 775-6178,(256) 734-5381,scoleman@ccboe.org,www.ccboe.org/wpe,00458
Cullman County,022,West Point Middle School,0162,Cullman,022,06,06,08,Y,Y,N,N,School-wide,Clark Farley,4545 County Road 1141,Vinemont,AL,35179,35179-8799,(256) 734-5904,(256) 736-2354,cfarley@ccboe.org,wpm.ccboe.org,00459
Cullman County,022,West Point Intermediate School,0163,Cullman,022,06,04,05,Y,N,N,N,School-wide,Shane Barnette,4541 County Road 1141,Vinemont,AL,35179,35179-8799,(256) 734-8019,(256) 739-0749,sbarnette@ccboe.org,wpi.ccboe.org,01679
Cullman County,022,Cullman Area Resource Education,0170,Cullman,022,06,06,12,Y,Y,Y,Y,Not Title 1,Ronald Barnes,192 County Road 940,Cullman,AL,35057,35057-4020,(256) 747-6371,(256) 747-7376,lbradford@ccboe.org,,01565
Cullman County,022,Cullman Area Technology Academy,6000,Cullman,022,06,10,12,N,N,N,Y,Not Title 1,Jeffery Curtis,17640 US Highway 31,Cullman,AL,35058,35058-0403,(256) 734-7740,(256) 734-7464,jcurtis@ccboe.org,www.cacc.ccboe.org,00803
Dale County,023,Ariton School,0010,Dale,023,02,OK,12,Y,Y,Y,Y,School-wide,Benjamin Baker,PO Box 750,Ariton,AL,36311,36311-0750,(334) 762-2371,(334) 762-3130,bbaker@dalecountyboe.org,www.dalecountyboe.org,00388
Dale County,023,Dale County High School,0020,Dale,023,02,09,12,N,N,N,Y,School-wide,Matthew Humphrey,PO Box 1140,Midland City,AL,36350,36350-1140,(334) 983-3541,(334) 983-1549,pcain@dalecountyboe.org,www.dalecountyboe.org,00389
Dale County,023,GW Long Elementary School,0030,Dale,023,02,OK,06,Y,N,N,N,School-wide,Lisa Welch,2567 County Road 60,Skipperville,AL,36374,36374-7707,(334) 774-0021,(334) 445-5593,lwelch@dalecountyboe.org,www,dalecountyboe.org,00281
Dale County,023,George W Long High School,0040,Dale,023,02,07,12,N,Y,Y,Y,Not Title 1,Jason Steed,2565 County Road 60,Skipperville,AL,36374,36374-7707,(334) 774-2380,(334) 774-3937,jsteed@dalecountyboe.org,www.dalecountyboe.org,00390
Dale County,023,Midland City Elementary School,0050,Dale,023,02,OK,04,Y,N,N,N,School-wide,Michael Smith,48 2nd St,Midland City,AL,36350,36350-7471,(334) 983-4591,(334) 983-1638,msmith@dalecountyboe.org,www.dalecountyboe.org,00391
Dale County,023,Newton Elementary School,0060,Dale,023,02,OK,06,Y,N,N,N,School-wide,Charles Walker,523 S College St,Newton,AL,36352,36352-9134,(334) 445-5564,(334) 445-5591,cwalker@dalecountyboe.org,www.dalecountyboe.org,00392
Dale County,023,South Dale Middle School,0080,Dale,023,02,05,08,Y,Y,N,N,School-wide,Bucky Sconyers,PO Box D,Pinckard,AL,36371,36371-0218,(334) 983-3077,(334) 983-5882,dawest@dalecountyboe.org,www.dalecountyboe.org,00393
Dallas County,024,Brantley Elementary School,0010,Dallas,024,05,OK,06,Y,N,N,N,School-wide,Audrey Strong,5585 Water Ave,Selma,AL,36703,36703-8708,(334) 874-8185,(334) 874-6541,brantley@dallask12.org,,00395
Dallas County,024,Dallas County High School,0020,Dallas,024,05,09,12,N,N,N,Y,School-wide,William Reece,PO Box 145,Plantersville,AL,36758,36758-0145,(334) 366-2232,(334) 366-4015,dallascountyhs@dallask12.org,dallask12.org,00397
Dallas County,024,JE Terry Elementary School,0070,Dallas,024,05,OK,06,Y,N,N,N,School-wide,Robert Dolbare,70 Academy St,Plantersville,AL,36758,36758-2555,(334) 366-2838,(334) 366-5325,smorgan@dallask12.org,terry.al.dce.schoolinsites.com,00401
Dallas County,024,Keith Middle-High School,0080,Dallas,024,05,06,12,Y,Y,Y,Y,School-wide,Frederick Hardy,1166 Dallas Road 115,Orrville,AL,36767,36767-2634,(334) 875-4155,(334) 996-8464,keithhighscho63@hotmail.com,https://keith.al.dch.schoolinsites.com/,00402
Dallas County,024,Salem Elementary School,0100,Dallas,024,05,OK,05,Y,N,N,N,School-wide,Melvin Brown,3486 Dallas Road 3,Orrville,AL,36767,36767-2532,(334) 996-8636,(334) 996-3649,flanaganbrownm@dallask12.org,,00404
Dallas County,024,Southside High School,0120,Dallas,024,05,09,12,N,N,N,Y,School-wide,Clarence Jackson,7975 US Highway 80 E,Selma,AL,36701,36701-1003,(334) 872-0518,(334) 872-0295,apeters@randolphboe.org,https://southside.al.dch.schoolinsites.com/,00406
Dallas County,024,Tipton Durant Middle School,0130,Dallas,024,05,07,08,N,Y,N,N,School-wide,Jackie Averhart,2500 Tipton St,Selma,AL,36701,36701-7863,(334) 872-8080,(334) 872-8008,dallask12.org,,00408
Dallas County,024,Valley Grande Elementary School,0150,Dallas,024,05,OK,06,Y,N,N,N,School-wide,Erika Crum,2765 Dallas County Road 81,Valley Grande,AL,36701,36701-9005,(334) 872-7661,(334) 875-8834,dallask12.org,,00409
Dallas County,024,William R Martin Middle School,0170,Dallas,024,05,07,08,N,Y,N,N,School-wide,Paul Thomas,2863 Dallas County Road 81,Valley Grande,AL,36703,36703-0000,(334) 872-6417,(334) 875-4013,dallask12.org,martin.al.dcm.schoolinsites.com/,00814
Dallas County,024,Southside Primary School,0215,Dallas,024,05,OK,02,Y,N,N,N,School-wide,Brenda Mitchell,3104 Old Montgomery Rd,Selma,AL,36703,36703-8137,(334) 874-9566,(334) 874-8226,wrightmt@dallask12.org,,00407
Dallas County,024,Bruce K Craig Elementary School,0220,Dallas,024,05,03,05,Y,N,N,N,School-wide,Michael Walker,Building 108 Craig Ind Park,Selma,AL,36701,36701-8138,(334) 875-7937,(334) 875-7937,dallask12.org,dallask12.org,01785
Dallas County,024,Dallas County Career Technical Center,6010,Dallas,024,05,07,12,N,Y,Y,Y,Not Title 1,Jerolene Williams,1306 Roosevelt St,Selma,AL,36701,36701-7857,(334) 872-8031,(334) 872-5697,jwilliams@dallask12.org,,00818
Dekalb County,025,Alternative School,0020,Dekalb,025,08,05,12,Y,Y,Y,Y,Not Title 1,,155 20th St NE,Fort Payne,AL,35967,35967-3523,(256) 845-3711,(256) 845-3947,agmountain@dekalbk12.org,,00819
Dekalb County,025,Collinsville High School,0030,Dekalb,025,08,OK,12,Y,Y,Y,Y,School-wide,Donny Jones,PO Box 269,Collinsville,AL,35961,35961-0269,(256) 524-2111,(256) 524-7526,adjones@dekalbk12.org,,00411
Dekalb County,025,Crossville Elementary School,0040,Dekalb,025,08,OK,03,Y,N,N,N,School-wide,Anthony Bright,15755 AL Hwy 68,Crossville,AL,35962,35962-3485,(256) 528-7859,(256) 528-5407,tbright@dekalbk12.org,https://www.dekalbk12.org/,00412
Dekalb County,025,Crossville Middle School,0042,Dekalb,025,08,04,08,Y,Y,N,N,School-wide,Dewey DeBoard,63 Justice Street,Crossville,AL,35962,35962-0000,(256) 528-7859,(256) 528-5407,drdeboard@dekalbk12.org,www.dekalbk12.org,02357
Dekalb County,025,Crossville High School,0045,Dekalb,025,08,09,12,N,N,N,Y,School-wide,David Uptain,5405 Co Road 28,Crossville,Al,35962,35962-0000,(256) 528-7858,(256) 528-7840,duptain@dekalbk12.org,,01860
Dekalb County,025,Dekalb Annex School,0050,Dekalb,025,08,OK,12,Y,Y,Y,Y,Not Title 1,,PO Box 488,Rainsville,AL,35986,35986-0488,(256) 638-4131,(256) 638-4073,pfgann@dekalbk12.org,,00830
Dekalb County,025,Fyffe High School,0065,Dekalb,025,08,OK,12,Y,Y,Y,Y,School-wide,Ricky Bryant,PO Box 7,Fyffe,AL,35971,35971-0007,(256) 623-2116,(256) 623-4388,rtbryant@dekalbk12.org,www.dekalbk12.org,00415
Dekalb County,025,Geraldine School,0070,Dekalb,025,08,OK,12,Y,Y,Y,Y,School-wide,Steven Street,PO Box 157,Geraldine,AL,35974,35974-0157,(256) 659-2142,(256) 659-4296,slstreet@dekalbk12.org,www.dekalbk12.org,00416
Dekalb County,025,Henagar Junior High School,0090,Dekalb,025,08,OK,08,Y,Y,N,N,School-wide,Stevie Green,PO Box 69,Henagar,AL,35978,35978-0069,(256) 657-4483,(256) 657-4481,www.sdgreen@dekalbk12.org,www.dekalbk12.org,00418
Dekalb County,025,Ider School,0100,Dekalb,025,08,OK,12,Y,Y,Y,Y,School-wide,Jeff Watkins,1064 Crabapple Ln,Ider,AL,35981,35981-4644,(256) 632-2302,(256) 632-3481,jrwatkins@dekalbk12.org,www.dekalbk12.org,00419
Dekalb County,025,Moon Lake School,0120,Dekalb,025,08,OK,06,Y,N,N,N,School-wide,Mary Lance,PO Box 166,Mentone,AL,35984,35984-0166,(256) 634-1133,(256) 634-4113,bbwisner@dekalbk12.org,www.dekalbk12.org,00421
Dekalb County,025,Plainview School,0130,Dekalb,025,08,OK,12,Y,Y,Y,Y,School-wide,Mark Richards,PO Box 469,Rainsville,AL,35986,35986-0469,(256) 638-3510,(256) 638-6811,rsbarksdale@dekalbk12.org,www.dekalbk12.org/plainview,00422
Dekalb County,025,Ruhuma Junior High School,0140,Dekalb,025,08,OK,08,Y,Y,N,N,School-wide,Jordan Phillips,3371 County Road 81,Fort Payne,AL,35967,35967-6047,(256) 845-3377,(256) 845-3377,jephillips@dekalbk12.org,www.dekalbk12.org,00423
Dekalb County,025,Sylvania School,0150,Dekalb,025,08,OK,12,Y,Y,Y,Y,School-wide,Westley King,PO Box 390,Sylvania,AL,35988,35988-0390,(256) 638-2030,(256) 638-7839,wsking@dekalbk12.org,www.dekalbk12.org/sylvania,00424
Dekalb County,025,Valley Head High School,0170,Dekalb,025,08,OK,12,Y,Y,Y,Y,School-wide,William Monroe,PO Box 145,Valley Head,AL,35989,35989-0145,(256) 635-6228,(256) 635-6229,wtmonroe@dekalbk12.org,www.dekalbk12.org,00425
Dekalb County,025,Dekalb Technical Center,6000,Dekalb,025,08,10,12,N,N,N,Y,Not Title 1,Jonathan Phillips,PO Box 529,Rainsville,AL,35986,35986-0529,(256) 638-4421,(256) 638-4420,ignelson@dekalbk12.org,www.dekalbk12.org,00832
Elmore County,026,Eclectic Elementary School,0005,Elmore,026,03,PK,04,Y,N,N,N,School-wide,Timothy Turley,35 Harden St,Eclectic,AL,36024,36024-6209,(334) 541-2291,(334) 541-4465,timothy.turley@elmoreco.com,www.elmoreco.com,01768
Elmore County,026,Eclectic Middle School,0008,Elmore,026,03,05,08,Y,Y,N,N,School-wide,Blair Andress,170 S Ann St,Eclectic,AL,36024,36024-6129,(334) 541-2131,(334) 541-3556,dane.hawk@elmoreco.com,https://eclectic.ecm.schoolinsites.com/,01432
Elmore County,026,Elmore County High School,0010,Elmore,026,03,09,12,N,N,N,Y,Not Title 1,Wes Rogers,155 N College Ave,Eclectic,AL,36024,36024-6210,(334) 541-3661,(334) 541-4441,wes.rogers@elmoreco.com,www.elmoreco.com,00463
Elmore County,026,Holtville Elementary School,0018,Elmore,026,03,PK,04,Y,N,N,N,School-wide,Kathy Terrell,287 Whatley Dr,Deatsville,AL,36022,36022-3008,(334) 569-2925,(334) 569-1016,kathy.terrell@elmoreco.com,www.elmoreco.com,01769
Elmore County,026,Holtville Middle School,0019,Elmore,026,03,05,08,Y,Y,N,N,School-wide,Lee Jackson,655 Bulldog Ln,Deatsville,AL,36022,36022-3001,(334) 569-1596,(334) 569-3258,lee.jackson@elmoreco.com,www.elmoreco.com,01451
Elmore County,026,Holtville High School,0020,Elmore,026,03,09,12,N,N,N,Y,Not Title 1,TARICA LAMAR,10425 Holtville Rd,Deatsville,AL,36022,36022-3014,(334) 569-3034,(334) 569-1013,jimmy.hull@elmoreco.com,https://holtville.ech.schoolinsites.com/or www.elmoreco.com,00465
Elmore County,026,Millbrook Middle School,0023,Elmore,026,03,05,08,Y,Y,N,N,School-wide,Ayena Jackson,4228 Chapman Rd,Millbrook,AL,36054,36054-9705,(334) 285-2100,(334) 285-2102,ayena.jackson@elmoreco.com,www.elmoreco.com,01660
Elmore County,026,Coosada Elementary School,0035,Elmore,026,03,PK,02,Y,N,N,N,School-wide,Jina Sanders,5260 Airport Rd,Millbrook,AL,36054,36054-2612,(334) 285-0273,(334) 285-9231,susanne.goodin@elmoreco.com,www.elmoreco.com,00833
Elmore County,026,Airport Road Intermediate School,0042,Elmore,026,03,03,04,Y,N,N,N,School-wide,Marcia Stephens,384 Blackmon Farm Ln,Coosada,AL,36020,36020-3011,(334) 285-2115,(334) 285-2116,marcia.stephens@elmoreco.com,www.elmoreco.com,02147
Elmore County,026,Stanhope Elmore High School,0050,Elmore,026,03,09,12,N,N,N,Y,Not Title 1,Jamey McGowin,4300 Main St,Millbrook,AL,36054,36054-2899,(334) 285-4263,(334) 285-4575,jamey.mcgowin@elmoreco.com,www.elmoreco.com,00468
Elmore County,026,Redland Elementary School,0062,Elmore,026,03,OK,06,Y,N,N,N,Not Title 1,Dan Aude,495 Scholars Dr,Wetumpka,AL,36093,36093-3139,(334) 567-1248,(334) 567-1407,dan.aude@elmoreco.com,www.elmoreco.com,02142
Elmore County,026,Wetumpka Elementary School,0065,Elmore,026,03,PK,04,Y,N,N,N,School-wide,Bonnie Sullivan,510 Micanopy St,Wetumpka,AL,36092,36092-1198,(334) 567-4323,(334) 567-1409,jina.sanders@elmoreco.com,www.elmoreco.com/wes,00470
Elmore County,026,Wetumpka High School,0070,Elmore,026,03,09,12,N,N,N,Y,Not Title 1,Robert Slater,1251 Coosa River Pkwy,Wetumpka,AL,36092,36092-9701,(334) 567-5158,(334) 567-1178,robbie.slater@elmoreco.com,www.elmoreco.com,00471
Elmore County,026,Wetumpka Middle School,0075,Elmore,026,03,05,08,Y,Y,N,N,School-wide,Tremeca Jackson,1000 Micanopy St,Wetumpka,AL,36092,36092-1119,(334) 567-1413,(334) 567-1408,tremeca.jackson@elmoreco.com,www.elmoreco.com,00102
Elmore County,026,Elmore County Technical Center,6000,Elmore,026,03,10,12,N,N,N,Y,Not Title 1,Jimmy Hull,800 Kelly Fitzpatrick Dr,Wetumpka,AL,36092,36092-1105,(334) 567-1218,(334) 567-1417,jimmy.hull@elmoreco.com,www.elmoreco.com,00834
Escambia County,027,A.C. Moore Elementary School,0010,Escambia,027,01,03,04,Y,N,N,N,School-wide,John Brantley,501 Beck St,Atmore,AL,36502,36502-3019,(251) 368-4245,(251) 368-0244,johnbrantley@escambiak12.net,www.escambiak12.net,00482
Escambia County,027,Escambia County High School,0025,Escambia,027,01,09,12,N,N,N,Y,School-wide,James Fuqua,1215 S Presley St,Atmore,AL,36502,36502-3221,(251) 368-9181,(251) 368-0674,dfuqua@escambiak12.net,www.escambiak12.net,00484
Escambia County,027,Escambia County Alternative School,0035,Escambia,027,01,05,12,Y,Y,Y,Y,Not Title 1,,21280 Highway 31,Flomaton,AL,36441,36441-5480,(251) 296-4113,(251) 296-4113,https://www.hrudolph@escambiak12.net,www.escambiak12.net,00840
Escambia County,027,Escambia County Middle School,0040,Escambia,027,01,05,08,Y,Y,N,N,School-wide,Anthony Morris,PO Box 1236,Atmore,AL,36504,36504-1236,(251) 368-9105,(251) 368-0969,https://www.amorris@escambiak12.net,escambiak12.net,00485
Escambia County,027,Flomaton Elementary School,0048,Escambia,027,01,OK,06,Y,N,N,N,School-wide,Diane Holmes,1634 Poplar St,Flomaton,AL,36441,36441-5494,(251) 296-3991,(251) 296-4118,https://dholmes@escambiak12.net,www.escambiak12.net,01504
Escambia County,027,Flomaton High School,0050,Escambia,027,01,07,12,N,Y,Y,Y,School-wide,Robert Hammond,21200 Highway 31,Flomaton,AL,36441,36441-5492,(251) 296-2627,(251) 296-3395,robert.hammond@escoschools.net,www.flomatonhs.com,00487
Escambia County,027,Huxford Elementary School,0070,Escambia,027,01,OK,06,Y,N,N,N,School-wide,,637 Huxford Road,Atmore,AL,36502,36502-0000,(251) 294-5475,(251) 294-5858,greg.shehan@escoschools.net,https://www.escambiak12.net,00488
Escambia County,027,Pollard-McCall Junior High School,0080,Escambia,027,01,OK,08,Y,Y,N,N,School-wide,Stewart Powell,3975 Old Highway 31,Brewton,AL,36426,36426-8095,(251) 867-4070,(251) 867-6387,hwhite@escambiak12.net,https://www.escambiak12.net,00489
Escambia County,027,Rachel Patterson Elementary School,0103,Escambia,027,01,OK,02,Y,N,N,N,School-wide,Stephanie Jackson,1102 W Craig St,Atmore,AL,36502,36502-3797,(251) 368-4860,(251) 368-0764,https://www.sjackson@escambiak12.net,www.escambiak12.net,01661
Escambia County,027,W S Neal Elementary School,0105,Escambia,027,01,OK,04,Y,N,N,N,School-wide,Susan McKenzie,701 Williamson St,East Brewton,AL,36426,36426-2491,(251) 867-7674,(251) 867-9165,smckenzie@escambiak12.net,www.escambiak12.net,01505
Escambia County,027,W S Neal Middle School,0108,Escambia,027,01,05,08,Y,Y,N,N,School-wide,Dennis Hadaway,703 Williamson St,East Brewton,AL,36426,36426-2471,(251) 867-5035,(251) 867-5051,dhadaway@escambiak12.net,www.escambiak12.net,01506
Escambia County,027,W S Neal High School,0110,Escambia,027,01,09,12,N,N,N,Y,School-wide,Patricia (Patty) Frazier,801 Andrew Jackson St,East Brewton,AL,36426,36426-2591,(251) 867-4225,(251) 867-4642,patricia.frazier@escoschools.net,www.escambiak12.net/wsnhs,00492
Escambia County,027,Escambia-Brewton Career Technical Center,6010,Escambia,027,01,09,12,N,N,N,Y,Not Title 1,David Lanier,2824 Pea Ridge Rd,Brewton,AL,36426,36426-6550,(251) 867-7829,(251) 867-7064,https://dlanier@escambiak12.net,www.escambiak12.net,00841
Etowah County,028,Carlisle Elementary School,0010,Etowah,028,08,OK,05,Y,N,N,N,School-wide,Andrea Harris,8025 US Highway 431,Boaz,AL,35956,35956-3606,(256) 593-4613,(256) 593-4282,donna_johnson@ecboe.org,www.ecboe.org/carlisle,00493
Etowah County,028,Duck Springs Elementary School,0020,Etowah,028,08,OK,06,Y,N,N,N,School-wide,Suzanne Nance,10180 Duck Springs Rd,Attalla,AL,35954,35954-8966,(256) 538-6301,(256) 538-0037,suzanne_nance@ecboe.org,www.ecboe.org/ducksprings,00494
Etowah County,028,Etowah County Special Education Learning Center,0025,Etowah,028,08,PK,12,Y,Y,Y,Y,Not Title 1,Sharon Brown,209A W Grand Ave,Rainbow City,AL,35906,35906-3240,(256) 442-1050,(256) 442-1077,sharon_brown@ecboe.org,www.ecboe.org,00845
Etowah County,028,Etowah County Alternative School,0030,Etowah,028,08,04,12,Y,Y,Y,Y,Not Title 1,DAVID Dixon,106 Burke Ave SE,Attalla,AL,35954,35954-3460,(256) 538-8431,(256) 538-8431,david_dixon@ecboe.org,www.ecboe.org,00849
Etowah County,028,Gaston High School,0040,Etowah,028,08,OK,12,Y,Y,Y,Y,School-wide,Tammy George,4550 US Highway 411,Gadsden,AL,35901,35901-9516,(256) 547-8828,(256) 543-7124,tammy_george@ecboe.org,https://www.ecboe.org/gaston/site/default.asp,00496
Etowah County,028,Glencoe Elementary School,0050,Etowah,028,08,OK,04,Y,N,N,N,School-wide,Teresa Lokey,207 N College St,Glencoe,AL,35905,35905-1599,(256) 492-4709,(256) 492-4704,teresa_lokey@ecboe.org,www.ecboe.org,00497
Etowah County,028,Glencoe High School,0060,Etowah,028,08,09,12,N,N,N,Y,Not Title 1,Charlton Giles,803 Lonesome Bend Rd,Glencoe,AL,35905,35905-1098,(256) 492-2250,(256) 492-2265,charlton_giles@ecboe.org,www.ecboe.org/ghs,00498
Etowah County,028,Glencoe Middle School,0065,Etowah,028,08,05,08,Y,Y,N,N,School-wide,Ginger Smith,809 Lonesome Bend Rd,Glencoe,AL,35905,35905-1099,(256) 492-5627,(256) 492-7076,ginger_smith@ecboe.org,www.ecboe.org/gms,01507
Etowah County,028,Hokes Bluff Middle School,0070,Etowah,028,08,06,08,Y,Y,N,N,School-wide,Greg Watkins,3121 Appalachian Hwy,Hokes Bluff,AL,35903,35903-4774,(256) 492-1963,(256) 492-1950,greg_watkins@ecboe.org,https://www.ecboe.org/hbms,00500
Etowah County,028,Hokes Bluff High School,0075,Etowah,028,08,09,12,N,N,N,Y,Not Title 1,Michael Calhoun,1865 Appalachia Rd,Hokes Bluff,AL,35903,35903-0000,(256) 492-1360,(256) 492-7502,scott_calhoun@ecboe.org,www.ecboe.org,01662
Etowah County,028,Hokes Bluff Elementary School,0080,Etowah,028,08,OK,05,Y,N,N,N,School-wide,Charles Gardner,5375 Main St,Hokes Bluff,AL,35903,35903-4736,(256) 492-5571,(256) 492-2513,charles_gardner@ecboe.org,www.ecboe.org,00499
Etowah County,028,Ivalee Elementary School,0090,Etowah,028,08,OK,06,Y,N,N,N,School-wide,Connie Stancil,840 Gallant Rd,Attalla,AL,35954,35954-5259,(256) 538-9781,(256) 538-0831,eddie_vance@ecboe.org,ecboe.org,00501
Etowah County,028,John S Jones Elementary School,0100,Etowah,028,08,OK,05,Y,N,N,N,School-wide,Tanya Clark,301 Lumley Rd,Rainbow City,AL,35906,35906-9014,(256) 442-2900,(256) 442-5060,tanya_clark@ecboe.org,www.ecboe.org/jsj/,00502
Etowah County,028,Highland Elementary School,0110,Etowah,028,08,OK,06,Y,N,N,N,School-wide,Lori Moss,3156 Tabor Rd,Gadsden,AL,35904,35904-6333,(256) 546-7409,(256) 546-7158,lori_moss@ecboe.org,www.ecboe.org,00503
Etowah County,028,Rainbow Middle School,0115,Etowah,028,08,06,08,Y,Y,N,N,Not Title 1,Allison Stevens,454 Lumbley Rd,Rainbow City,AL,35906,35906-9015,(256) 442-1095,(256) 442-1028,tracy_cross@ecboe.org,www.ecboe.org/rms,01508
Etowah County,028,Sardis High School,0120,Etowah,028,08,09,12,N,N,N,Y,School-wide,Wendy Gibbs,1420 Church St,Sardis City,AL,35956,35956-2201,(256) 593-5221,(256) 593-5223,wendy_gibbs@ecboe.org,www.ecboe.org/sardis,00505
Etowah County,028,Sardis Middle School,0125,Etowah,028,08,07,08,N,Y,N,N,School-wide,Chris Royal,1415 Sardis Drive,Sardis City,AL,35956,35956-0000,(256) 622-1120,(256) 622-1119,chris_royal@ecboe.org,sms.ecboe.org,02351
Etowah County,028,Southside High School,0130,Etowah,028,08,09,12,N,N,N,Y,Not Title 1,Chris Winningham,2361 School Dr,Southside,AL,35907,35907-7809,(256) 442-2172,(256) 442-2183,chris_winningham@ecboe.org,www.ecboe.org/sshs,00506
Etowah County,028,Southside Elementary School,0135,Etowah,028,08,OK,05,Y,N,N,N,Not Title 1,Carrie Yancey,2551 Highway 77,Southside,AL,35907,35907-7909,(256) 442-1090,(256) 442-1075,carrie_yancey@ecboe.org,www.ecboe.org,01509
Etowah County,028,West End Elementary School,0140,Etowah,028,08,PK,06,Y,N,N,N,School-wide,Andrea Collett,6795 Highway 132,Altoona,AL,35952,35952-7247,(205) 589-6711,(205) 589-6911,andrea_collett@ecboe.org,www/ecboe.org/wee,00508
